sentence,image_1,image_2,label_image1,label_image2
A woman is walking along the sea.,"[-0.0661376491189003, -0.4206787347793579, 0.10898108035326004, 0.40769925713539124, -0.17172971367835999, -0.6324232816696167, 0.12302030622959137, -0.44681936502456665, -0.0013428684324026108, -0.330795556306839, -0.5069767236709595, -0.20318026840686798, 0.4837661683559418, 0.060260094702243805, 0.5235585570335388, 0.5101380348205566, 0.42668044567108154, -0.03173750638961792, 0.1509951800107956, 0.24934181571006775, -0.22976021468639374, -0.03423471003770828, -0.28029176592826843, 0.01801428385078907, -0.16562452912330627, -0.21903371810913086, 0.12141897529363632, 0.2113259732723236, -0.4268158972263336, 0.1915777325630188, 0.059759728610515594, -0.42630502581596375, -0.049128010869026184, 0.018942540511488914, -0.25067010521888733, 0.33406317234039307, -0.6795600652694702, -0.07617434859275818, -0.1824459433555603, 0.05518651381134987]","[-0.2297956496477127, -0.43202152848243713, -0.08887068927288055, -0.18870393931865692, 0.014204725623130798, -0.4461374282836914, 0.02277134358882904, -0.6966190338134766, 0.006773004308342934, -0.4427986443042755, -0.5125303268432617, 0.6459497809410095, 0.7596623301506042, 0.07221125811338425, 0.30237576365470886, 0.3872069716453552, 0.2249671071767807, 0.4298514127731323, -0.03664878010749817, -0.03407663106918335, -0.4609433114528656, 0.17553721368312836, -0.1643930822610855, 0.04699656367301941, -0.28460171818733215, 0.2527760863304138, -0.12391433864831924, 0.18697093427181244, -0.29956355690956116, 0.226064532995224, 0.06697650998830795, -0.46891823410987854, 0.056159183382987976, -0.3728957176208496, -0.6181284785270691, 0.49640315771102905, -0.6269341111183167, 0.4393910765647888, 0.0647316426038742, 0.2307111769914627]",0,1
A man walks by the sea.,"[-0.8156265020370483, -0.32628577947616577, 0.026445282623171806, 0.3914596438407898, -0.4303199052810669, -0.6736342906951904, 0.11810482293367386, -0.5009859800338745, 0.3364711403846741, -0.31909364461898804, -0.7375649809837341, 0.168063223361969, 0.31399163603782654, -0.16342230141162872, 0.144186332821846, 0.2812531888484955, 0.4254210293292999, -0.3093574643135071, 0.09526488184928894, 0.4037770628929138, -0.3312274217605591, 0.15346065163612366, -0.24957723915576935, -0.11090849339962006, -0.15301665663719177, 0.0009927786886692047, 0.4321805536746979, 0.3554285168647766, -0.19894033670425415, 0.07447583228349686, -0.48402804136276245, -0.9551564455032349, -0.23650497198104858, 0.21556143462657928, -0.3831613063812256, 0.36062073707580566, -0.9043043851852417, 0.2959732413291931, -0.33836498856544495, 0.08915342390537262]","[-0.3409223258495331, -0.2931784987449646, 0.031279489398002625, 0.28245317935943604, -0.32877734303474426, -0.32573801279067993, -0.082015261054039, -0.2137850821018219, 0.2641926407814026, -0.09068198502063751, -0.41759973764419556, 0.46375763416290283, 0.0788707435131073, -0.078404001891613, 0.396945059299469, 0.22182056307792664, 0.731947124004364, -0.22809912264347076, -0.03838343918323517, -0.05085878074169159, -0.11079150438308716, 0.03931790590286255, 0.0768611878156662, 0.10756506025791168, -0.24066835641860962, -0.2802812159061432, 0.5061664581298828, 0.16711531579494476, -0.13245660066604614, -0.2242652177810669, -0.4797239303588867, -0.2674339711666107, 0.020133480429649353, -0.06587477773427963, 0.011515574529767036, 0.10956266522407532, -0.570898711681366, 0.4758680462837219, -0.3185681104660034, 0.322081595659256]",0,1
A WOMAN WALKS BY THE SEA,"[-0.4777693748474121, -0.6356910467147827, -0.1185644119977951, 0.35068395733833313, -0.0869675800204277, -0.698635458946228, -0.04070219397544861, -0.36720791459083557, 0.10908841341733932, -0.21579457819461823, -0.27506697177886963, -0.1333213895559311, 0.5935699939727783, -0.22777776420116425, 0.058634497225284576, 0.3607847988605499, 0.37726014852523804, 0.052022263407707214, -0.187530979514122, 0.03394680470228195, 0.03968507796525955, 0.21505895256996155, -0.2885970175266266, 0.1261206567287445, -0.1834806203842163, 0.045979175716638565, -0.00395260751247406, 0.43522927165031433, -0.4345022737979889, 0.23456135392189026, -0.5065609812736511, -0.38220125436782837, -0.04774521291255951, -0.03708432614803314, -0.120327427983284, 0.5879624485969543, -0.6029220819473267, 0.47382259368896484, -0.16025690734386444, 0.1892520636320114]","[-0.27385786175727844, -0.6203940510749817, -0.02950105257332325, 0.13980934023857117, -0.5700411200523376, -0.7061243057250977, 0.022929273545742035, -0.3721091151237488, 0.467842161655426, -0.16225367784500122, -0.4626067876815796, 0.17614318430423737, 0.28645095229148865, -0.04278900474309921, 0.05694263428449631, 0.39924246072769165, 0.3328663110733032, -0.37987202405929565, -0.05137823522090912, 0.3934793174266815, -0.26125383377075195, 0.09357380121946335, -0.29165199398994446, 0.4409812390804291, -0.21036064624786377, -0.3417153060436249, 0.6063559651374817, 0.39749518036842346, -0.38847729563713074, -0.02687900699675083, -0.31055572628974915, -0.6184948682785034, -0.2685185670852661, -0.15183758735656738, -0.2637284994125366, 0.4449307322502136, -0.8398107290267944, 0.5458228588104248, -0.40740767121315, 0.5196402668952942]",0,1
A person runs along the sea.,"[-0.5438598990440369, -0.5110614895820618, -0.276237428188324, -0.20027735829353333, 0.1798352301120758, -0.5699949264526367, -0.12781190872192383, -0.047326669096946716, 0.29781949520111084, -0.45847052335739136, -0.6048837900161743, 0.13704852759838104, 0.6400097012519836, 0.21096931397914886, 0.30675724148750305, 0.16042694449424744, 0.45959997177124023, -0.4407886266708374, -0.10523419082164764, -0.03205426037311554, -0.25469788908958435, 0.37377992272377014, -0.15610742568969727, -0.018792985007166862, -0.25668707489967346, -0.04709475859999657, 0.2213539183139801, 0.2908134460449219, -0.3012896478176117, 0.35447704792022705, -0.25278112292289734, -0.5221798419952393, 0.2970333695411682, -0.003186875954270363, -0.36549192667007446, 0.47235730290412903, -0.9110182523727417, 0.702858567237854, -0.09862275421619415, 0.3209276795387268]","[-0.42596882581710815, -0.5017898082733154, -0.10583649575710297, 0.2752799391746521, -0.1286190003156662, -0.390464186668396, 0.3397771716117859, -0.3666464686393738, 0.18067283928394318, -0.11748458445072174, -0.37420618534088135, -0.12147215008735657, 0.34054991602897644, -0.048708029091358185, 0.08549675345420837, 0.2873319089412689, 0.22518612444400787, -0.3854101300239563, 0.13352634012699127, -0.3929302990436554, -0.1358014941215515, 0.06957539916038513, 0.15295319259166718, 0.026431920006871223, -0.2135341465473175, -0.11450819671154022, 0.432865172624588, 0.11112871021032333, -0.00609840452671051, 0.08335712552070618, -0.024015767499804497, -0.14660382270812988, 0.04639405012130737, -0.2862243354320526, -0.25490322709083557, 0.20862026512622833, -0.44634532928466797, 0.37599846720695496, -0.08725427091121674, 0.01219017431139946]",0,1
A man is jumping into the sea.,"[-0.42991524934768677, -0.4658384919166565, -0.16572001576423645, -0.013562293723225594, -0.34483036398887634, -0.8348321318626404, 0.1353664994239807, -0.24134720861911774, -0.44976693391799927, -0.5226526856422424, -0.30468064546585083, -0.008973153308033943, 0.7520633339881897, 0.13509629666805267, 0.21915894746780396, 0.4488848149776459, 0.18100574612617493, 0.10379175841808319, 0.3651832044124603, 0.07292535901069641, -0.5422264337539673, -0.13843576610088348, -0.4020256996154785, 0.26857274770736694, -0.11588922888040543, -0.16356933116912842, 0.023790724575519562, 0.3196953535079956, -0.06906918436288834, 0.13282045722007751, -0.33593010902404785, -0.21605074405670166, -0.09484468400478363, -0.09241755306720734, -0.10181454569101334, 0.4673822224140167, -0.7971259355545044, 0.8887662887573242, 0.24126176536083221, 0.2110070288181305]","[-0.4284527003765106, -0.6259749531745911, 0.04917213320732117, 0.19864308834075928, 0.08673679083585739, -0.24418878555297852, -0.23043446242809296, -0.5288258194923401, 0.07963506132364273, -0.40432628989219666, -0.7910504341125488, -0.12013289332389832, 0.6701548099517822, 0.09196189790964127, -0.06975703686475754, 0.3196391761302948, 0.2731991410255432, 0.07144869863986969, 0.43578559160232544, -0.2892988920211792, -0.5449321269989014, 0.12659171223640442, -0.33377283811569214, 0.37409263849258423, -0.1592901349067688, -0.07593393325805664, 0.49745282530784607, 0.029118847101926804, -0.28915342688560486, 0.13480961322784424, -0.01219785027205944, 0.27032509446144104, 0.0007627755403518677, -0.3521285951137543, -0.5308941602706909, 0.17831191420555115, -1.0635719299316406, 0.39383465051651, 0.31553182005882263, 0.20603814721107483]",0,1
A dog sitting in a meadow.,"[-0.5071293115615845, -0.804702877998352, 0.20356561243534088, -0.008680576458573341, -0.13696055114269257, -0.7504551410675049, 0.23120494186878204, -0.21227474510669708, -0.15488721430301666, -0.5258022546768188, -0.13653592765331268, 0.18046428263187408, 0.752592146396637, 0.08900854736566544, 0.035653866827487946, 0.5215480923652649, 0.05962583050131798, -0.09695170819759369, -0.23314237594604492, -0.17462942004203796, -0.5147702097892761, -0.33385172486305237, 0.04170195758342743, 0.22477371990680695, -0.4262005686759949, -0.27402618527412415, -0.11366008967161179, 0.015700021758675575, -0.11705637723207474, -0.2782565653324127, 0.419499933719635, 0.15065602958202362, -0.1410742849111557, -0.2913249731063843, -0.04690068960189819, 0.3603869378566742, -0.12125284224748611, 0.5003519654273987, 0.24651949107646942, -0.11210484802722931]","[-0.3970058858394623, -0.6029332876205444, -0.2705003321170807, -0.05228239297866821, -0.006778590381145477, -0.34272152185440063, 0.008332021534442902, -0.2782481908798218, 0.2927074134349823, -0.18735630810260773, -0.31978344917297363, 0.47324317693710327, 0.47000813484191895, -0.2753601670265198, 0.35779547691345215, 0.5958921909332275, 0.5111376047134399, -0.2498835176229477, -0.34855177998542786, 0.10181526839733124, -0.26675307750701904, 0.10840532183647156, -0.10293030738830566, 0.5411240458488464, -0.06634916365146637, -0.05254679173231125, 0.2769305408000946, -0.01878281868994236, -0.46916627883911133, -0.6259022951126099, -0.17197182774543762, -0.34633398056030273, -0.40416377782821655, -0.1677570790052414, -0.1967935413122177, 0.5062704682350159, -1.1441993713378906, 0.6031149625778198, -0.05637749657034874, 0.442742258310318]",0,1
A dog is sitting on the floor.,"[-0.3215193450450897, -0.5410925149917603, 0.2321009486913681, 0.20092889666557312, -0.3146440386772156, -0.4361206889152527, -0.15884946286678314, 0.05124518275260925, 0.15023444592952728, -0.5615885853767395, -0.07357311993837357, 0.238957017660141, 0.24298301339149475, -0.07436593621969223, 0.17002429068088531, 0.4923408329486847, -0.06823931634426117, -0.5158569812774658, -0.17985793948173523, 0.49287864565849304, -0.2575853765010834, -0.160252183675766, 0.24747180938720703, 0.27704641222953796, -0.2087308168411255, -0.2723631262779236, 0.6275092363357544, 0.05036706477403641, 0.28174594044685364, 0.02803513966500759, 0.1160164475440979, -0.1890958845615387, -0.08068870007991791, -0.422319620847702, -0.09227955341339111, 0.5954596400260925, -0.6346741914749146, 0.31174764037132263, 0.0411284863948822, 0.5056303143501282]","[-0.4102816879749298, -0.13484065234661102, -0.28053179383277893, 0.1808050572872162, -0.3047886788845062, -0.376604825258255, -0.31554657220840454, -0.2847909927368164, 0.15711697936058044, -0.47822028398513794, 0.08769118785858154, 0.06980426609516144, 0.45165103673934937, 0.22312240302562714, 0.4391406178474426, 0.7096491456031799, 0.27224957942962646, -0.6801914572715759, -0.016063818708062172, -0.169916033744812, -0.21194522082805634, -0.05729851871728897, -0.012098388746380806, 0.08335565030574799, -0.35726162791252136, -0.13042575120925903, 0.37482181191444397, 0.09531771391630173, 0.1021566241979599, -0.20874401926994324, 0.2893940210342407, -0.5508298873901367, -0.030027255415916443, -0.22091883420944214, -0.09226235747337341, 0.5962799191474915, -1.0581375360488892, 0.2961023449897766, -0.3082336187362671, 0.45346444845199585]",0,1
A dog sits on a floor.,"[-0.17090298235416412, -0.26452380418777466, -0.11112421751022339, -0.24196937680244446, -0.058984093368053436, -0.3165116310119629, -0.4625658392906189, 0.03828892111778259, 0.04204285889863968, -0.10150453448295593, -0.410253643989563, 0.6428920030593872, 0.30353060364723206, 0.15992435812950134, 0.5561124682426453, 0.6369575262069702, 0.0072968872264027596, -0.19354559481143951, 0.1552538126707077, 0.0286179780960083, -0.32892391085624695, -0.07022210210561752, -0.18148194253444672, 0.0504814088344574, -0.4631767272949219, 0.4017663300037384, 0.31752657890319824, -0.09137070924043655, -0.10109002143144608, 0.08435503393411636, 0.23190493881702423, -0.23484279215335846, -0.00026132166385650635, -0.08381520956754684, -0.18078292906284332, 0.6917281150817871, -0.7932124137878418, 0.4752478003501892, -0.10656830668449402, 0.4500197768211365]","[-0.5968313217163086, -0.4160986542701721, -0.06092339754104614, 0.35116082429885864, 0.29916247725486755, -0.2688353955745697, 0.11803632974624634, -0.3997957408428192, 0.40590721368789673, -0.36839932203292847, -0.18462295830249786, 0.344667911529541, 0.34695687890052795, -0.009100733324885368, 0.506141722202301, 0.24492493271827698, 0.18133267760276794, -0.07169561833143234, -0.35424888134002686, -0.03868807107210159, 0.062350861728191376, 0.192549467086792, 0.07934141159057617, 0.48523035645484924, -0.09449134767055511, -0.09851345419883728, 0.6234149932861328, -0.0019040722399950027, 0.34964504837989807, 0.23877856135368347, 0.18288017809391022, -0.4654650390148163, -0.23290802538394928, -0.41090086102485657, -0.11586949229240417, 0.5380595326423645, -0.7484031915664673, 0.16685126721858978, 0.14146755635738373, 0.39883413910865784]",0,1
A woman holds a dog.,"[-1.1249650716781616, -0.5148587226867676, 0.031002087518572807, -0.13316470384597778, 0.3370087444782257, -0.7495325803756714, -0.4952065348625183, 0.16819320619106293, -0.4942505359649658, 0.18286994099617004, -0.36787670850753784, 0.13034063577651978, 0.634032130241394, -0.10721015185117722, 0.30429431796073914, 0.47468531131744385, 0.14410874247550964, 0.16561897099018097, 0.16853809356689453, -0.22979512810707092, -0.12272193282842636, -0.21405260264873505, 0.09631767868995667, 0.131840780377388, -0.2614683210849762, 0.2649843394756317, 0.40964582562446594, -0.36719366908073425, -0.2642792761325836, 0.3037061393260956, 0.1213390901684761, -0.28966906666755676, 0.030466869473457336, -0.02481832541525364, -0.4709724485874176, 0.33644241094589233, -0.4958418905735016, 0.7603123188018799, 0.58266282081604, 0.33203744888305664]","[-0.3327750861644745, -0.004987554624676704, -0.10009950399398804, 0.3542383909225464, 0.07676149159669876, -0.4880259037017822, 0.007521003484725952, -0.0641290545463562, 0.03597163408994675, 0.24375620484352112, -0.0798160582780838, 0.6855826377868652, 0.2969752848148346, -0.5899727940559387, 0.4690597355365753, 0.29436299204826355, 0.16457486152648926, -0.308840274810791, 0.08526074886322021, -0.1707831621170044, -0.3573567867279053, -0.07354991137981415, 0.19671383500099182, 0.3950027823448181, -0.05601637065410614, 0.17962729930877686, 0.7588521242141724, -0.20654912292957306, -0.05184733122587204, 0.1654958873987198, -0.04711167514324188, -0.17377860844135284, -0.06723633408546448, -0.10929512232542038, -0.38036710023880005, 0.16159823536872864, -0.8285531997680664, 0.5233768224716187, 0.008495260030031204, 0.5459232926368713]",0,1
A dog stands on a floor.,"[0.028385428711771965, -0.42184093594551086, -0.10482360422611237, 0.3092203438282013, -0.0221320241689682, -0.5645799040794373, -0.2780408263206482, -0.5075441002845764, -0.0589839443564415, -0.2823084592819214, -0.06305333971977234, 0.2689853012561798, 0.4138907492160797, -0.052809588611125946, 0.43981999158859253, 0.6303681135177612, 0.2708929777145386, -0.5001936554908752, 0.11420339345932007, 0.2805598974227905, -0.3789871335029602, -0.1358414888381958, 0.02862413041293621, 0.2190980762243271, -0.27450302243232727, 0.4755104184150696, 0.4448156952857971, 0.17989234626293182, -0.22542721033096313, 0.1592884063720703, -0.07223034650087357, -0.5093725919723511, -0.0510813444852829, -0.16335028409957886, -0.4139845669269562, 0.49122244119644165, -0.8921444416046143, 0.05707620829343796, -0.08044257760047913, 0.6837397217750549]","[-0.31426218152046204, -0.4006047248840332, -0.2962300777435303, 0.06144118309020996, -0.31163498759269714, -0.14937558770179749, -0.632976233959198, -0.16360066831111908, 0.09906680136919022, -0.31696048378944397, -0.12079033255577087, 0.3931947350502014, 0.17584693431854248, -0.2066371738910675, 0.2998211681842804, 0.5897293090820312, 0.13268204033374786, -0.1774255782365799, -0.35122308135032654, 0.2361120581626892, -0.5154094696044922, -0.21317735314369202, -0.36489757895469666, 0.2488241344690323, -0.5082796812057495, 0.2154390513896942, 0.16434934735298157, -0.024578014388680458, -0.25331661105155945, -0.3771202266216278, -0.15333515405654907, 0.05808042734861374, -0.21229839324951172, -0.04337777942419052, 0.6327168941497803, 0.48415273427963257, -1.0345377922058105, 0.5338721871376038, -0.21827955543994904, 0.659034788608551]",0,1
